areaCode,areaName,areaType,date,newPeopleVaccinatedCompleteByPublishDate
W92000004,Wales,nation,2021-07-31,7806
W92000004,Wales,nation,2021-07-30,6980
W92000004,Wales,nation,2021-07-29,10946
W92000004,Wales,nation,2021-07-28,12937
W92000004,Wales,nation,2021-07-27,10605
W92000004,Wales,nation,2021-07-26,10966
W92000004,Wales,nation,2021-07-25,8346
W92000004,Wales,nation,2021-07-24,8769
W92000004,Wales,nation,2021-07-23,11851
W92000004,Wales,nation,2021-07-22,13555
W92000004,Wales,nation,2021-07-21,13115
W92000004,Wales,nation,2021-07-20,12862
W92000004,Wales,nation,2021-07-19,8580
W92000004,Wales,nation,2021-07-18,6739
W92000004,Wales,nation,2021-07-17,12925
W92000004,Wales,nation,2021-07-16,13338
W92000004,Wales,nation,2021-07-15,15373
W92000004,Wales,nation,2021-07-14,15009
W92000004,Wales,nation,2021-07-13,15657
W92000004,Wales,nation,2021-07-12,13493
W92000004,Wales,nation,2021-07-11,7383
W92000004,Wales,nation,2021-07-10,14971
W92000004,Wales,nation,2021-07-09,11936
W92000004,Wales,nation,2021-07-08,15181
W92000004,Wales,nation,2021-07-07,18439
W92000004,Wales,nation,2021-07-06,18504
W92000004,Wales,nation,2021-07-05,15504
W92000004,Wales,nation,2021-07-04,6808
W92000004,Wales,nation,2021-07-03,11290
W92000004,Wales,nation,2021-07-02,16715
W92000004,Wales,nation,2021-07-01,18081
W92000004,Wales,nation,2021-06-30,17984
W92000004,Wales,nation,2021-06-29,16966
W92000004,Wales,nation,2021-06-28,15546
W92000004,Wales,nation,2021-06-27,8766
W92000004,Wales,nation,2021-06-26,10691
W92000004,Wales,nation,2021-06-25,16463
W92000004,Wales,nation,2021-06-24,19612
W92000004,Wales,nation,2021-06-23,18619
W92000004,Wales,nation,2021-06-22,18718
W92000004,Wales,nation,2021-06-21,16769
W92000004,Wales,nation,2021-06-20,8460
W92000004,Wales,nation,2021-06-19,18398
W92000004,Wales,nation,2021-06-18,16819
W92000004,Wales,nation,2021-06-17,19863
W92000004,Wales,nation,2021-06-16,21863
W92000004,Wales,nation,2021-06-15,21277
W92000004,Wales,nation,2021-06-14,26251
W92000004,Wales,nation,2021-06-13,6663
W92000004,Wales,nation,2021-06-12,19852
W92000004,Wales,nation,2021-06-11,21679
W92000004,Wales,nation,2021-06-10,22111
W92000004,Wales,nation,2021-06-09,22669
W92000004,Wales,nation,2021-06-08,21093
W92000004,Wales,nation,2021-06-07,21338
W92000004,Wales,nation,2021-06-06,12145
W92000004,Wales,nation,2021-06-05,28524
W92000004,Wales,nation,2021-06-04,27340
W92000004,Wales,nation,2021-06-03,23355
W92000004,Wales,nation,2021-06-02,19792
W92000004,Wales,nation,2021-06-01,19716
W92000004,Wales,nation,2021-05-31,4427
W92000004,Wales,nation,2021-05-30,2040
W92000004,Wales,nation,2021-05-29,9180
W92000004,Wales,nation,2021-05-28,21587
W92000004,Wales,nation,2021-05-27,22698
W92000004,Wales,nation,2021-05-26,20715
W92000004,Wales,nation,2021-05-25,18519
W92000004,Wales,nation,2021-05-24,15548
W92000004,Wales,nation,2021-05-23,2976
W92000004,Wales,nation,2021-05-22,16055
W92000004,Wales,nation,2021-05-21,14969
W92000004,Wales,nation,2021-05-20,17214
W92000004,Wales,nation,2021-05-19,13396
W92000004,Wales,nation,2021-05-18,11857
W92000004,Wales,nation,2021-05-17,9784
W92000004,Wales,nation,2021-05-16,1757
W92000004,Wales,nation,2021-05-15,9814
W92000004,Wales,nation,2021-05-14,14291
W92000004,Wales,nation,2021-05-13,13813
W92000004,Wales,nation,2021-05-12,14287
W92000004,Wales,nation,2021-05-11,9028
W92000004,Wales,nation,2021-05-10,8261
W92000004,Wales,nation,2021-05-09,4133
W92000004,Wales,nation,2021-05-08,10898
W92000004,Wales,nation,2021-05-07,16106
W92000004,Wales,nation,2021-05-06,16118
W92000004,Wales,nation,2021-05-05,15805
W92000004,Wales,nation,2021-05-04,10593
W92000004,Wales,nation,2021-05-03,1249
W92000004,Wales,nation,2021-05-02,1559
W92000004,Wales,nation,2021-05-01,4690
W92000004,Wales,nation,2021-04-30,16329
W92000004,Wales,nation,2021-04-29,16057
W92000004,Wales,nation,2021-04-28,17218
W92000004,Wales,nation,2021-04-27,14326
W92000004,Wales,nation,2021-04-26,11565
W92000004,Wales,nation,2021-04-25,2485
W92000004,Wales,nation,2021-04-24,16636
W92000004,Wales,nation,2021-04-23,16876
W92000004,Wales,nation,2021-04-22,17882
W92000004,Wales,nation,2021-04-21,13142
W92000004,Wales,nation,2021-04-20,11631
W92000004,Wales,nation,2021-04-19,8075
W92000004,Wales,nation,2021-04-18,1349
W92000004,Wales,nation,2021-04-17,12625
W92000004,Wales,nation,2021-04-16,14243
W92000004,Wales,nation,2021-04-15,14702
W92000004,Wales,nation,2021-04-14,10695
W92000004,Wales,nation,2021-04-13,11998
W92000004,Wales,nation,2021-04-12,8996
W92000004,Wales,nation,2021-04-11,3022
W92000004,Wales,nation,2021-04-10,15699
W92000004,Wales,nation,2021-04-09,11160
W92000004,Wales,nation,2021-04-08,13579
W92000004,Wales,nation,2021-04-07,9169
W92000004,Wales,nation,2021-04-06,6319
W92000004,Wales,nation,2021-04-05,1568
W92000004,Wales,nation,2021-04-04,1565
W92000004,Wales,nation,2021-04-03,2673
W92000004,Wales,nation,2021-04-02,3668
W92000004,Wales,nation,2021-04-01,10239
W92000004,Wales,nation,2021-03-31,11601
W92000004,Wales,nation,2021-03-30,13921
W92000004,Wales,nation,2021-03-29,7154
W92000004,Wales,nation,2021-03-28,4199
W92000004,Wales,nation,2021-03-27,11920
W92000004,Wales,nation,2021-03-26,11080
W92000004,Wales,nation,2021-03-25,10868
W92000004,Wales,nation,2021-03-24,11992
W92000004,Wales,nation,2021-03-23,13456
W92000004,Wales,nation,2021-03-22,7289
W92000004,Wales,nation,2021-03-21,7099
W92000004,Wales,nation,2021-03-20,9429
W92000004,Wales,nation,2021-03-19,10554
W92000004,Wales,nation,2021-03-18,14565
W92000004,Wales,nation,2021-03-17,15226
W92000004,Wales,nation,2021-03-16,16202
W92000004,Wales,nation,2021-03-15,8728
W92000004,Wales,nation,2021-03-14,6857
W92000004,Wales,nation,2021-03-13,7372
W92000004,Wales,nation,2021-03-12,12669
W92000004,Wales,nation,2021-03-11,15455
W92000004,Wales,nation,2021-03-10,15508
W92000004,Wales,nation,2021-03-09,14364
W92000004,Wales,nation,2021-03-08,8291
W92000004,Wales,nation,2021-03-07,7685
W92000004,Wales,nation,2021-03-06,7891
W92000004,Wales,nation,2021-03-05,13344
W92000004,Wales,nation,2021-03-04,15374
W92000004,Wales,nation,2021-03-03,14664
W92000004,Wales,nation,2021-03-02,13065
W92000004,Wales,nation,2021-03-01,7897
W92000004,Wales,nation,2021-02-28,7411
W92000004,Wales,nation,2021-02-27,7355
W92000004,Wales,nation,2021-02-26,8991
W92000004,Wales,nation,2021-02-25,10211
W92000004,Wales,nation,2021-02-24,10572
W92000004,Wales,nation,2021-02-23,9550
W92000004,Wales,nation,2021-02-22,6977
W92000004,Wales,nation,2021-02-21,4979
W92000004,Wales,nation,2021-02-20,5771
W92000004,Wales,nation,2021-02-19,6569
W92000004,Wales,nation,2021-02-18,6091
W92000004,Wales,nation,2021-02-17,6354
W92000004,Wales,nation,2021-02-16,5737
W92000004,Wales,nation,2021-02-15,1849
W92000004,Wales,nation,2021-02-14,829
W92000004,Wales,nation,2021-02-13,349
W92000004,Wales,nation,2021-02-12,214
W92000004,Wales,nation,2021-02-11,215
W92000004,Wales,nation,2021-02-10,108
W92000004,Wales,nation,2021-02-09,196
W92000004,Wales,nation,2021-02-08,699
W92000004,Wales,nation,2021-02-07,186
W92000004,Wales,nation,2021-02-06,135
W92000004,Wales,nation,2021-02-05,836
W92000004,Wales,nation,2021-02-04,419
W92000004,Wales,nation,2021-02-03,56
W92000004,Wales,nation,2021-02-02,94
W92000004,Wales,nation,2021-02-01,225
W92000004,Wales,nation,2021-01-31,55
W92000004,Wales,nation,2021-01-30,36
W92000004,Wales,nation,2021-01-29,33
W92000004,Wales,nation,2021-01-28,43
W92000004,Wales,nation,2021-01-27,35
W92000004,Wales,nation,2021-01-26,58
W92000004,Wales,nation,2021-01-25,38
W92000004,Wales,nation,2021-01-24,27
W92000004,Wales,nation,2021-01-23,47
W92000004,Wales,nation,2021-01-22,54
W92000004,Wales,nation,2021-01-21,19
W92000004,Wales,nation,2021-01-20,26
W92000004,Wales,nation,2021-01-19,105
W92000004,Wales,nation,2021-01-18,64
W92000004,Wales,nation,2021-01-17,72
W92000004,Wales,nation,2021-01-14,8
W92000004,Wales,nation,2021-01-13,13
W92000004,Wales,nation,2021-01-12,11
W92000004,Wales,nation,2021-01-11,18
